web-scraper-order,web-scraper-start-url,ReviewLink,ReviewLink-href,Pagination,ReviewText,Date,Title,UserID
1738799716-465,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"The Ube Cream Blush by Huda Beauty is a gorgeous addition to any makeup routine. The creamy, buildable formula blends like a dream and delivers the perfect natural flush. The shade “Ube” is a soft lavender with pink undertones that looks surprisingly flattering on various skin tones, offering a unique pop of color while enhancing the complexion. What impressed me most was the texture. It’s incredibly lightweight and non-greasy, melting seamlessly into the skin without disrupting any makeup underneath. Whether applied with a brush, sponge, or fingers, the blush blends effortlessly, making it super user-friendly for quick application. The finish is dewy yet refined, giving a healthy glow that’s perfect for everyday wear or layering for a more dramatic look.",22 d ago,Huda Beauty = Loml,asmabfmm
1738799716-466,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Such a cute color. I think i am in love with Huda Beauty’s products. So easy to apply, you can use finger or brush. For more pigment put more. Packaging is so cute! I would recommend this blush, just pick your favorite shade.",22 d ago,Cute,naikwiny
1738799716-467,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This Huda blush filter is a liquid blush perfect for my dry skin and so lightweight. I apply three dots to my cheeks and blend and yes, it’s very blend-able. It adds a beautiful and fun pop of pink color that has soft focus, high impact glow, absolutely stunning airblushed finish. The perfect pink finish of any blush and pigment I’ve tried in a long time!",22 d ago,Perfect liquid blush,Vmuller2
1738799716-468,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Oh my goodness this shade is SO cute! I have light-ish Asian skin, and I was afraid it would be too cool toned, but nope. It’s my perfect lilac! I love how it blends so easily and gives a “doll-like” effect",22 d ago,A flirty lilac blush,mariachungwx
1738799716-469,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,i love this blush so so much!! the shade is perfect and i feel it blends in so well and stays throughout the whole day! i def recommend this entire brand and especially the blush!! love it so so much!,22 d ago,love it,lexi102
1738799716-470,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I love the staying power of this liquid blush. The pigment is the perfect balance between light, yet pigmented. It dries in time enough to have time to blend out but dries down pretty quickly thereafter. It dries with hydration but also leaves the pigment. I love it!",22 d ago,Dries smooth &w with hydration.,agreenbutterfly
1738799716-471,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"i’ve been a big fan of huda for a while, and this blush is no exception! it’s very pigmented, a little goes a VERY long way! it’s also super easy to blend despite the amount of pigment! i would highly recommend",22 d ago,,Caitisalesbian
1738799716-472,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"The Huda Beauty Blush Filter is amazing! It blends so easily and gives the perfect soft, blurred look on the skin. The colors are super flattering, and you can build them up for a bold pop or keep it soft for a natural vibe. I had two shades previously and now I’m obsessed with this new lilac shade because I almost love layering it over any blush I apply to give me a diffused look into my bright under eye. It really lasts all day and makes your makeup look so polished. Definitely worth trying if you want a blush that looks effortless and beautiful!",22 d ago,The best liquid blush,chrisyassim
1738799716-473,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,tried this liquid blush by huda beauty for the first time and really really love it. the shade is super pretty. it doesn’t feel sticky or oily on face. smells amazinggg!! love everything about it. will be buying again,22 d ago,love it !,albinayukhnyukk
1738799716-474,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,The new Huda Beauty UBE Blush is absolutely stunning on my skin!!! I wasn’t sure if I was going to like it since it’s a color I typically don’t wear but I was pleasantly impressed. Definitely make sure to grab one for yourself ladies 🤍,22 d ago,Must have!!!,NicholeMillan
1738799716-475,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This Huda blush filter is my current favourite shade, and I use it daily for the most subtle looking cheeks and makeup. This complements my skin tone so well, and I love how it is easy to blend and doesn't look patchy on my skin. I love this lilac shade, and it has no white base to it, which is great for my olive skintone.",22 d ago,,far97
1738799716-476,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I did not like this color. It was just too purple for a blush and I could not make it work. I think it did look better when I used it as a lip product but not for its intended purpose. I would pass on this.,22 d ago,,jocelyndelcvmpo
1738799716-477,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I absolutely love this new Ube shade from Huda Beauty! I have loved the formula of the blush filter since its first launch, and this shade is no different. The soft lilac color is perfect for the transition from winter to spring and the formula filters your skin so beautifully. I highly recommend grabbing this shade",22 d ago,Amazing new shade,kproth99
1738799716-478,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Absolutely love the UBE shade! The electric lilac with pink undertones gives such a unique, radiant glow. The lightweight formula blends seamlessly for a soft-focus finish, and the buildable pigment lets me go from subtle to bold. Plus, the candy scent and easy applicator are such fun touches!",22 d ago,,luhcardoso
1738799716-479,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,i absolutely love everything about this!! the shade range the applicator the formula! it is super pigmented but blends out really well and natural. it also last without having to set with a powder i love it,22 d ago,,206amanda206
1738799716-480,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,This blush is such a unique color! I love the pay off and how easily it blends. It stays all day and is a great color to blend with other blushes. I have gotten so many compliments on this and recommend,22 d ago,,roselover96
1738799716-481,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I love Huda beauty products! I have the other shade and this one is a little skeptical for me but it went on nicely. It’s such a nice color and not crazy over the top for an everyday look or nighttime look.,22 d ago,,debbiethetruong
1738799716-482,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This is one of the most beautiful blush shades I own! This beautiful liquid blush formula beautifully blends onto the skin and I love that the pigment is buildable. This beautiful lilac, pink color looks so good on me! I love that it has a natural air brushed finish that truly looks like a filter. The packaging is also really nice and high quality!",22 d ago,Beautiful blush!,jasmineodea
1738799716-483,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This product applies very nicely with both brushes and beauty blenders. The color is good for people of deeper skin tones and fair skin tones, it's very buildable and has a stunning finish. I would purchase again in a different color or this one when it runs out.",22 d ago,,vin123
